Groupe,Nom scientifique,Nom vernaculaire,Nb en 1 jour,Date,Mois numéro,Mois,Département,Commune,Y,X,Observation,Habitat,Coche,Altitude,Observateur
Hémiptères,Coranus griseus,/,7,20/03/2021,3,03Mars,Alpes-de-Haute-Provence,Volonne,44.106314,6.02243,A vue,Au sol,FAUX,537.9774169921875,Enna
Hémiptères,Cyphostethus tristriatus,/,5,21/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.289799,5.997938,Battage,Genévrier,FAUX,789.2152099609375,Enna
Arachnides,Micrommata ligurina,/,5,21/03/2021,3,03Mars,Alpes-de-Haute-Provence,Saint-Geniez,44.239442,6.016017,A vue,Au sol,FAUX,1088.6407470703125,Enna
Coléoptères,Myzia oblongoguttata,Coccinelle zébrée,5,21/03/2021,3,03Mars,Alpes-de-Haute-Provence,Saint-Geniez,44.238228,6.011543,Battage,Pin,VRAI,1120.427734375,Enna
Hétérocères,Arctia festiva,Ecaille rose,5,21/03/2021,3,03Mars,Alpes-de-Haute-Provence,Saint-Geniez,44.23584,6.009959,Fauchage,Garrigue,FAUX,1070.8944091796875,Enna
Rhopalocères,Aglais urticae,Petite tortue,5,21/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.290239,5.996678,A vue,Chemin,FAUX,786.799560546875,Enna
Rhopalocères,Lycaena phlaeas,Cuivré commun,2,22/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291361,5.994586,A vue,Chemin,FAUX,790.88702392578125,Enna
Rhopalocères,Erebia epistygne,Moiré provencale,2,22/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291361,5.994586,A vue,Chemin,VRAI,790.88702392578125,Enna
Hétérocères,Noctua pronuba,Hibou,1,23/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,Sous caillou,Au sol,VRAI,766.43359375,Enna
Hémiptères,Tritomegas bicolor,/,3,24/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Lamier,VRAI,766.43359375,Enna
Rhopalocères,Gonepteryx rahmni,Citron,3,24/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Jardin,FAUX,766.43359375,Enna
Rhopalocères,Boloria dia,Petite violette,3,24/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291247,5.99479,A vue,Pelouse,FAUX,789.0733642578125,Enna
Coléoptères,Lilioceris lilii,Criocère du lis,2,25/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Lys,VRAI,766.43359375,Enna
Hémiptères,Rhyparochromus vulgaris,/,2,25/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291845,5.9893980000000004,A vue,Au sol,VRAI,766.29290771484375,Enna
Rhopalocères,Melitaea cinxia,Mélitée du palntain,1,26/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.292104,5.989572,A vue,Jardin,FAUX,765.82720947265625,Enna
Coléoptères,Chrysomela populi,Chrysomèle du peuplier,7,27/03/2021,3,03Mars,Hautes-Alpes,Vitrolles,44.409414,5.968597,A vue,Peuplier,FAUX,563.218994140625,Enna
Arachnides,Salticus scenicus,Saltique chevronnée,7,27/03/2021,3,03Mars,Hautes-Alpes,Lardier-et-Valença,44.410375,5.983152,Battage,Pin,VRAI,557.29339599609375,Enna
Hémiptères,Lasiocoris anomalus,/,7,27/03/2021,3,03Mars,Hautes-Alpes,Vitrolles,44.409414,5.968597,Sous bois mort,Au sol,VRAI,563.218994140625,Enna
Hémiptères,Ischnopeza hirticornis,/,7,27/03/2021,3,03Mars,Hautes-Alpes,Vitrolles,44.409414,5.968597,Sous bois mort,Au sol,VRAI,563.218994140625,Enna
Coléoptères,Lacon punctatus,Lacon ponctué,7,27/03/2021,3,03Mars,Hautes-Alpes,Lardier-et-Valença,44.41087,5.982825,Sous écorce,Arbre mort,VRAI,558.79620361328125,Enna
Dermaptères,Euborellia moesta,/,7,27/03/2021,3,03Mars,Hautes-Alpes,Vitrolles,44.409414,5.968597,Sous bois mort,Au sol,VRAI,563.218994140625,Enna
Hétérocères,Bena bicolorana,Halias du chêne,7,27/03/2021,3,03Mars,Hautes-Alpes,Vitrolles,44.409414,5.968597,Battage,Chêne,VRAI,563.218994140625,Enna
Rhopalocères,Carcharodus alcea,Point de Hongrie,6,28/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291446,5.994585,A vue,Potentille,FAUX,792.99957275390625,Enna
Coléoptères,Tachyporus hypnorum,/,6,28/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.292698,5.995368,Fauchage,Pelouse,VRAI,819.176513671875,Enna
Hémiptères,Philaenus spumarius,Philène spumeuse,6,28/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.292698,5.995368,Fauchage,Pelouse,FAUX,819.176513671875,Enna
Rhopalocères,Pyrgus malvoides,Hespérie de l'Aigremoine,6,28/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291339,5.994824,A vue,Potentille,FAUX,791.39459228515625,Enna
Arachnides,Runcinia grammica,Thomise rayé,6,28/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291182,5.994671,Fauchage,Pelouse,FAUX,787.1123046875,Enna
Coléoptères,Perapion violaceum,/,6,28/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291182,5.994671,Fauchage,Pelouse,VRAI,787.1123046875,Enna
Hémiptères,Tingis auriculata,/,2,29/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291339,5.994824,Fauchage,Pelouse,VRAI,791.39459228515625,Enna
Hémiptères,Spilostethus saxatilis,Punaise à damier,2,29/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,A vue,Romarin,FAUX,769.77886962890625,Enna
Hétérocères,Spiris striata,Ecaille striée,1,30/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291622,5.989651,A vue,Au sol,VRAI,769.77886962890625,Enna
Rhopalocères,Issoria lathonia,Petit nacré,2,31/03/2021,3,03Mars,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Jardin,FAUX,766.43359375,Enna
Rhopalocères,Coenonympha pamphilus,Fadet commun,2,31/03/2021,3,03Mars,Alpes-de-Haute-Provence,Nibles,44.291514,5.9939,A vue,Chemin,FAUX,789.9525146484375,Enna
Hyménoptères,Xylocopa iris,Petit xylocope bleu,6,01/04/2021,4,04Avril,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Jardin,VRAI,766.43359375,Enna
Hémiptères,Eurydema oleracea,Punaise potagère,6,01/04/2021,4,04Avril,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Chou,FAUX,766.43359375,Enna
Hémiptères,Eurydema ventralis,Punaise du chou,6,01/04/2021,4,04Avril,Alpes-de-Haute-Provence,Vaumeilh,44.291663,5.989223,A vue,Chou,VRAI,766.43359375,Enna
Hyménoptères,Dasylabris maura,/,6,01/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29146,5.994769,A vue,Au sol,VRAI,794.078369140625,Enna
Hyménoptères,Dinocampus coccinellae,/,6,01/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29146,5.994769,A vue,Au sol,VRAI,794.078369140625,Enna
Coléoptères,Pseudocleonus cinereus,/,6,01/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29146,5.994769,A vue,Euphorbe,VRAI,794.078369140625,Enna
Hétérocères,Eurranthis plummistaria,Fidonie plumeuse,3,02/04/2021,4,04Avril,Alpes-de-Haute-Provence,Forcalquier,43.979221,5.776534,A vue,Garrigue,VRAI,699.42572021484375,Enna
Rhopalocères,Anthocharis cardamines,Aurore ,3,02/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.289768,5.993874,A vue,Chemin,FAUX,765.25762939453125,Enna
Rhopalocères,Papilio machaon,Machaon,3,02/04/2021,4,04Avril,Alpes-de-Haute-Provence,Forcalquier,43.977983,5.777078,A vue,Chardon,FAUX,682.2279052734375,Enna
Rhopalocères,Colias crocea,Souci,12,03/04/2021,4,04Avril,Var,Correns,43.498261,6.08688,A vue,Olivette,FAUX,221.71548461914062,Enna
Rhopalocères,Pieris rapae,Piéride de la rave,12,03/04/2021,4,04Avril,Var,Correns,43.497482,6.083807,A vue,Olivette,FAUX,215.9945068359375,Enna
Rhopalocères,Euchloe crameri,Marbré de Cramer,12,03/04/2021,4,04Avril,Var,Correns,43.497482,6.083807,A vue,Olivette,FAUX,215.9945068359375,Enna
Rhopalocères,Tomares ballus,Faux-Cuivré smaragdin,12,03/04/2021,4,04Avril,Var,Correns,43.49895,6.094023,A vue,Olivette,VRAI,225.73094177246094,Enna
Rhopalocères,Glaucopsyche alexis,Azuré des Cytises,12,03/04/2021,4,04Avril,Var,Correns,43.498668,6.089532,A vue,Friche,VRAI,214.87257385253906,Enna
Hémiptères,Eurydema ornata,Punaise ornée,12,03/04/2021,4,04Avril,Var,Correns,43.498109,6.086875,A vue,Biscutelle,FAUX,220.27606201171875,Enna
Névroptères,Libelloides coccajus,Ascalaphe soufré,12,03/04/2021,4,04Avril,Var,Correns,43.497689,6.085206,A vue,Friche,VRAI,217.03680419921875,Enna
Hémiptères,Eurygaster austriaca,/,12,03/04/2021,4,04Avril,Var,Correns,43.499081,6.090458,A vue,Chemin,FAUX,222.71524047851563,Enna
Hémiptères,Peirates stridulus,/,12,03/04/2021,4,04Avril,Var,Correns,43.499278,6.090941,Fauchage,Friche,VRAI,225.53616333007812,Enna
Hémiptères,Cercopis intermedia,Cercope intermédiaire,12,03/04/2021,4,04Avril,Var,Correns,43.497283,6.084103,Fauchage,Olivette,VRAI,213.9744873046875,Enna
Hétérocères,Adela australis,Adèle australe,12,03/04/2021,4,04Avril,Var,Correns,43.49929,6.081943,A vue,Chemin,FAUX,235.75079345703125,Enna
Coléoptères,Lixus acicularis,/,12,03/04/2021,4,04Avril,Var,Correns,43.49929,6.081943,Fauchage,Jardin,VRAI,235.75079345703125,Enna
Rhopalocères,Aporia crataegi,Gazé,6,08/04/2021,4,04Avril,Alpes-de-Haute-Provence,Mallefougasse-Augès,44.074294,5.930001,A vue,Aubépine,FAUX,655.086669921875,Enna
Myriapodes,Glomeris marginata,/,6,08/04/2021,4,04Avril,Alpes-de-Haute-Provence,Mallefougasse-Augès,44.074548,5.926182,Sous bois mort,Au sol,VRAI,667.14715576171875,Enna
Arachnides,Uroctea durandi,Araignée Clotho,6,08/04/2021,4,04Avril,Alpes-de-Haute-Provence,Mallefougasse-Augès,44.079096,5.919627,Sous caillou,Au sol,VRAI,721.556396484375,Enna
Arachnides,Euscorpius tergestinus,/,6,08/04/2021,4,04Avril,Alpes-de-Haute-Provence,Mallefougasse-Augès,44.080637,5.919691,Sous bois mort,Au sol,FAUX,736.404052734375,Enna
Rhopalocères,Zerynthia polyxena,Diane,6,08/04/2021,4,04Avril,Alpes-de-Haute-Provence,Mallefougasse-Augès,44.080213,5.919991,A vue,Pelouse,VRAI,732.15692138671875,Enna
Hémiptères,Leptopus marmoratus,/,6,08/04/2021,4,04Avril,Alpes-de-Haute-Provence,Mallefougasse-Augès,44.079096,5.919627,Sous caillou,Au sol,FAUX,721.556396484375,Enna
Orthoptères,Dolichopoda azami,Sauterelle des grottes,2,09/04/2021,4,04Avril,Alpes-de-Haute-Provence,Saint-Geniez,44.21345,6.045126,A vue,Grotte,VRAI,904.971435546875,Enna
Rhopalocères,Erynnis tages,Point de Hongrie,2,09/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29146,5.994769,A vue,Chemin,FAUX,794.078369140625,Enna
Rhopalocères,Boloria euphrosyne,Grand collier argenté,5,11/04/2021,4,04Avril,Alpes-de-Haute-Provence,Volonne,44.119135,6.061362,A vue,Chemin,FAUX,787.76361083984375,Enna
Hétérocères,Eriogaster catax,Laineuse du prunellier,5,11/04/2021,4,04Avril,Alpes-de-Haute-Provence,Volonne,44.120755,6.063717,A vue,Aubépine,VRAI,865.2955322265625,Enna
Hétérocères,Eriogaster lanestris,Laineuse du cerisier,5,11/04/2021,4,04Avril,Alpes-de-Haute-Provence,Volonne,44.120669,6.064001,A vue,Aubépine,VRAI,864.06890869140625,Enna
Hétérocères,Diacrisia purpura,Ecaille pourprée,5,11/04/2021,4,04Avril,Alpes-de-Haute-Provence,Volonne,44.119135,6.061362,A vue,Aubépine,VRAI,787.76361083984375,Enna
Arachnides,Cyrba algerina,/,5,11/04/2021,4,04Avril,Alpes-de-Haute-Provence,Volonne,44.120669,6.064001,Sous caillou,Au sol,VRAI,864.06890869140625,Enna
Rhopalocères,Polyommatus icarus,Azuré commun,3,13/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29159,5.993335,A vue,Chemin,FAUX,786.47869873046875,Enna
Rhopalocères,Aricia agestis,Collier de corail,3,13/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29159,5.993335,A vue,Chemin,FAUX,786.47869873046875,Enna
Rhopalocères,Cyaniris semiargus,Semi-argus,3,13/04/2021,4,04Avril,Alpes-de-Haute-Provence,Nibles,44.29159,5.993335,A vue,Chemin,FAUX,786.47869873046875,Enna
Rhopalocères,Vanessa cardui,Belle dame,4,15/04/2021,4,04Avril,Alpes-de-Haute-Provence,Peyruis,44.041305,5.956422,A vue,Friche,FAUX,406.0478515625,Enna
Coléoptères,Oxythyrea funesta,Cétoine grise,4,15/04/2021,4,04Avril,Alpes-de-Haute-Provence,Peyruis,44.049337,5.929911,A vue,Prairie,FAUX,563.4271240234375,Enna
Rhopalocères,Spialia sertorius,Hespérie des Sanguisorbes,4,15/04/2021,4,04Avril,Alpes-de-Haute-Provence,Villeneuve,43.897899,5.844318,A vue,Rocheux,FAUX,437.4480285644531,Enna
Myriapodes,Glomeris esterelana,/,4,15/04/2021,4,04Avril,Alpes-de-Haute-Provence,Villeneuve,43.897899,5.844318,Sous bois mort,Forêt,VRAI,437.4480285644531,Enna
Orthoptères,Prionotropis azami,Criquet hérisson,4,19/04/2021,4,04Avril,Var,Ginasservis,43.672314,5.876397,A vue,Pelouse,VRAI,444.1579895019531,Enna
Orthoptères,Arcyptera kheili,Criquet provençal,4,19/04/2021,4,04Avril,Var,Ginasservis,43.672314,5.876397,A vue,Pelouse,FAUX,444.1579895019531,Enna
Orthoptères,Saga pedo,Magicienne dentelée,4,19/04/2021,4,04Avril,Var,Saint-Julien,43.687699,5.863685,A vue,Pelouse,VRAI,430.2432556152344,Enna
Rhopalocères,Zerynthia rumina,Proserpine,4,19/04/2021,4,04Avril,Var,Saint-Julien,43.687302,5.86494,A vue,Pelouse,VRAI,430.3180236816406,Enna
Coléoptères,Arima marginata,/,5,22/04/2021,4,04Avril,Var,La Verdière,43.634835,5.844689,A vue,Thym,VRAI,328.41778564453125,Enna
Orthoptères,Gryllus campestris,Grillon des champs,5,22/04/2021,4,04Avril,Var,La Verdière,43.638232,5.910617,A vue,Au sol,FAUX,419.7121276855469,Enna
Hémiptères,Tettigometra sulphurea,/,5,22/04/2021,4,04Avril,Var,La Verdière,43.638232,5.910617,Fauchage,Pelouse,VRAI,419.7121276855469,Enna
Hémiptères,Arenocoris waltlii,/,5,22/04/2021,4,04Avril,Var,La Verdière,43.638232,5.910617,Fauchage,Pelouse,VRAI,419.7121276855469,Enna
Hémiptères,Staria lunata,/,5,22/04/2021,4,04Avril,Var,La Verdière,43.638232,5.910617,Fauchage,Pelouse,VRAI,419.7121276855469,Enna
Arachnides,Buthus occitanus,Scorpion languedocien,5,23/04/2021,4,04Avril,Var,Vinon-sur-Verdon,43.721589,5.847831,Sous caillou,Au sol,FAUX,313.6534118652344,Enna
Hétérocères,Eurrhypis guttulalis,Petite Poudrée,5,23/04/2021,4,04Avril,Var,Vinon-sur-Verdon,43.669175,5.821296,A vue,Pelouse,VRAI,415.0135803222656,Enna
Hétérocères,Minucia lunaris,Lunaire,5,23/04/2021,4,04Avril,Var,Vinon-sur-Verdon,43.67637,5.830924,A vue,Pelouse,VRAI,445.0659484863281,Enna
Rhopalocères,Melitaea didyma,Mélitée orangée,5,23/04/2021,4,04Avril,Var,Ginasservis,43.675576,5.804034,A vue,Pelouse,FAUX,370.0065002441406,Enna
Blattoptères,Ectobius lapponicus,Cafard du Nord,5,23/04/2021,4,04Avril,Var,Vinon-sur-Verdon,43.721705,5.847695,Sous caillou,Au sol,VRAI,315.1673889160156,Enna
Rhopalocères,Callophrys avis,Thècle de l'arbousier,8,24/04/2021,4,04Avril,Var,Hyères,43.136369,6.107558,A vue,Maquis,VRAI,162.24502563476562,Enna
Rhopalocères,Euphydryas aurinia,Damier de la Succise,8,24/04/2021,4,04Avril,Var,Correns,43.499075,6.091199,A vue,Prairie,FAUX,223.09078979492187,Enna
Rhopalocères,Lysandra bellargus,Azuré bleu-céleste,8,24/04/2021,4,04Avril,Var,Correns,43.499075,6.091199,A vue,Prairie,FAUX,223.09078979492187,Enna
Orthoptères,Tettigonia viridissima,Grande sauterelle verte,8,24/04/2021,4,04Avril,Var,Correns,43.498071,6.086832,A vue,Olivette,FAUX,219.91236877441406,Enna
Hémiptères,Codophila varia,/,8,24/04/2021,4,04Avril,Var,Hyères,43.136369,6.107558,A vue,Ciste,VRAI,162.24502563476562,Enna
Coléoptères,Anthaxia hungarica,Bupreste hongrois,8,24/04/2021,4,04Avril,Var,Correns,43.499238,6.090941,A vue,Astéracée,VRAI,225.09230041503906,Enna
Coléoptères,Trichodes alvearius,Clairon des ruches,8,24/04/2021,4,04Avril,Var,Correns,43.498709,6.084257,A vue,Euphorbe,FAUX,228.97396850585937,Enna
Hémiptères,Pachyxyphus lineellus,/,8,24/04/2021,4,04Avril,Var,Hyères,43.136369,6.107558,A vue,Ciste,VRAI,162.24502563476562,Enna
Hétérocères,Zygaena lavandulae,Zygène de la Badasse,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.562399,6.173666,A vue,Romarin,VRAI,427.4476318359375,Enna
Hétérocères,Zygaena rhadamantus,Zygène cendrée,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.561777,6.173013,A vue,Romarin,VRAI,424.9508056640625,Enna
Arachnides,Misumena vatia,Thomise variable,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.56299,6.176869,A vue,Chêne,FAUX,435.6380310058594,Enna
Coléoptères,Hister quadrimaculatus,Hister à quatre tâches,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.564848,6.174226,A vue,Chemin,FAUX,438.9385681152344,Enna
Coléoptères,Tychius cinnamomeus,/,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.564848,6.174226,Fauchage,Badasse,VRAI,438.9385681152344,Enna
Hémiptères,Sciocoris maculatus,/,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.564848,6.174226,Fauchage,Garrigue,VRAI,438.9385681152344,Enna
Hémiptères,Dicranocephalus agilis,/,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.563046,6.175039,A vue,Romarin,FAUX,438.40814208984375,Enna
Hémiptères,Camptopus lateralis,Alydide des genêts,8,25/04/2021,4,04Avril,Var,Sillans-la-Cascade,43.563046,6.175039,A vue,Romarin,FAUX,438.40814208984375,Enna
Arachnides,Alopecosa albofasciata,/,2,30/04/2021,4,04Avril,Var,Artigues,43.539504,5.793955,A vue,Au sol,FAUX,599.42193603515625,Enna
Coléoptères,Attelabus nitens,Cigarier du chêne,2,30/04/2021,4,04Avril,Var,Artigues,43.539504,5.793955,A vue,Pelouse,VRAI,599.42193603515625,Enna
Rhopalocères,Colias alfacariensis,Fluoré,5,02/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.5570777,6.1933081,A vue,Chemin,FAUX,407.8702392578125,Enna
Hémiptères,Lygaeus equestris,Punaise écuyère,5,02/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.561856,6.196217,A vue,Astéracée,FAUX,336.1416320800781,Enna
Rhopalocères,Leptidea sinapis,Piéride de la moutarde,5,02/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.561856,6.196217,A vue,Chemin,FAUX,336.1416320800781,Enna
Coléoptères,Calamobius filum,/,5,02/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.564311,6.182404,A vue,Astéracée,FAUX,365.1710510253906,Enna
Hétérocères,Omia cyclopea,Cléophane cyclope,5,02/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.561856,6.196217,A vue,Pelouse,VRAI,336.1416320800781,Enna
Diptères,Bombylella atra,Bombyle noir,3,03/05/2021,5,05Mai,Var,Régusse,43.656348,6.120454,A vue,Pelouse,VRAI,542.98382568359375,Enna
Hétérocères,Malacosoma franconica,Franconienne,3,03/05/2021,5,05Mai,Var,Moissac-Bellevue,43.622034,6.157512,A vue,Badasse,FAUX,443.7777099609375,Enna
Hétérocères,Eurrhypis pollinalis,Poudrée,3,03/05/2021,5,05Mai,Var,Moissac-Bellevue,43.627418,6.163491,A vue,Pelouse,VRAI,445.5475769042969,Enna
Rhopalocères,Scolitantides orion,Azuré des Orpins,6,04/05/2021,5,05Mai,Var,Artignosc-sur-Verdon,43.706493,6.077906,A vue,Thym,VRAI,434.1943664550781,Enna
Rhopalocères,Lycaena alciphron,Cuivré mauvin,6,04/05/2021,5,05Mai,Var,Artignosc-sur-Verdon,43.706493,6.077906,A vue,Thym,FAUX,434.1943664550781,Enna
Rhopalocères,Cupido minimus,Argus frêle,6,04/05/2021,5,05Mai,Var,Artignosc-sur-Verdon,43.687743,6.113589,A vue,Au sol,FAUX,506.4679870605469,Enna
Névroptères,Libelloides lacteus,Ascalaphe blanc,6,04/05/2021,5,05Mai,Var,Artignosc-sur-Verdon,43.67941,6.109083,A vue,Euphorbe,FAUX,561.0224609375,Enna
Hémiptères,Rhynocoris erythropus,Réduve à pattes rouges,6,04/05/2021,5,05Mai,Var,Artignosc-sur-Verdon,43.67941,6.109083,A vue,Thym,FAUX,561.0224609375,Enna
Raphidioptères,Ornatoraphidia flavilabris,/,6,04/05/2021,5,05Mai,Var,Artignosc-sur-Verdon,43.6898,6.124517,A vue,Chemin,VRAI,546.24945068359375,Enna
Hétérocères,Acontia lucida,Collier blanc,1,06/05/2021,5,05Mai,Var,Saint-Julien,43.626336,6.043892,A vue,Pelouse,VRAI,577.73504638671875,Enna
Rhopalocères,Melanargia occitanica,Echiquier d'Occitanie,8,08/05/2021,5,05Mai,Var,Rians,43.5672804,5.7342162,A vue,Pelouse,VRAI,425.7200622558594,Enna
Hémiptères,Cercopis sanguinolenta,Cercope sanguin,8,08/05/2021,5,05Mai,Var,Rians,43.5672804,5.7342162,A vue,Pelouse,FAUX,425.7200622558594,Enna
Coléoptères,Cetonia aurata,Cétoine doré,8,08/05/2021,5,05Mai,Var,Rians,43.5672804,5.7342162,A vue,Pelouse,FAUX,425.7200622558594,Enna
Hétérocères,Olethreutes arcuella,Tordeuse de l'oeillet,8,08/05/2021,5,05Mai,Var,Rians,43.5651095,5.7319008,A vue,Pelouse,VRAI,442.23193359375,Enna
Hémiptères,Aelia rostrata,/,8,08/05/2021,5,05Mai,Var,Rians,43.5651095,5.7319008,Fauchage,Pelouse,FAUX,442.23193359375,Enna
Hémiptères,Zicrona caerulea,Punaise verte bleuâtre,8,08/05/2021,5,05Mai,Bouches-du-Rhône,Vauvenargues,43.5624667,5.6257667,A vue,Pelouse,FAUX,488.87579345703125,Enna
Hétérocères,Eucidia mi,Mi,8,08/05/2021,5,05Mai,Bouches-du-Rhône,Vauvenargues,43.5624667,5.6257667,A vue,Pelouse,FAUX,488.87579345703125,Enna
Hétérocères,Euclidia glyphica,Doublure jaune,8,08/05/2021,5,05Mai,Bouches-du-Rhône,Vauvenargues,43.5624667,5.6257667,A vue,Pelouse,FAUX,488.87579345703125,Enna
Diptères,Dorycera grandis,/,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.347492,6.408309,A vue,Ciste,VRAI,93.69447326660156,Enna
Odonates,Ischnura elegans,Agrion élégant,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.345697,6.408856,A vue,Point d'eau,FAUX,88.66905212402344,Enna
Coléoptères,Drasterius bimaculatus,Taupin noir à taches rouges,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.345697,6.408856,A vue,Au sol,VRAI,88.66905212402344,Enna
Hémiptères,Velia rivulorum,Vélia méditerranéen,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.344589,6.401858,A vue,Point d'eau,VRAI,92.3747329711914,Enna
Hyménoptères,Tropidotilla litoralis,/,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.344555,6.400155,A vue,Au sol,VRAI,95.6083984375,Enna
Odonates,Libellula quadrimaculata,Libellule à quatre taches,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.345883,6.391819,A vue,Point d'eau,FAUX,84.95845031738281,Enna
Rhopalocères,Nymphalis antiopa,Morio,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.346187,6.392522,A vue,Forêt,FAUX,84.42633056640625,Enna
Hémiptères,Cercopis vulnerata,Cercope vulnérable,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.34613,6.392235,A vue,Peuplier,FAUX,84.18871307373047,Enna
Odonates,Coenagrion puella,Agrion jouvencelle,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.34613,6.392235,A vue,Point d'eau,FAUX,84.18871307373047,Enna
Orthoptères,Paratettix meridionalis,Tétrix méridional,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.346011,6.391666,A vue,Point d'eau,VRAI,84.7751693725586,Enna
Coléoptères,Attagenus trifasciatus,Attagène à trois bandes,12,09/05/2021,5,05Mai,Var,Cannet-des-Maures,43.345572,6.389818,A vue,Astéracée,VRAI,86.2031021118164,Enna
Hémiptères,Halyomorpha halys,Punaise diabolique,12,09/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.559784,6.177664,A vue,Appartement,VRAI,428.15155029296875,Enna
Rhopalocères,Cupido osiris,Azuré de la chevrette,2,13/05/2021,5,05Mai,Var,Saint-Julien,43.700051,5.9353,A vue,Astéracée,VRAI,491.25494384765625,Enna
Rhopalocères,Melitaea phoebe,Mélitée des Centaurées,2,13/05/2021,5,05Mai,Var,Saint-Julien,43.6651725,5.9420371,A vue,Thym,FAUX,490.4605712890625,Enna
Hémiptères,Holcostethus sphacelatus,/,1,14/05/2021,5,05Mai,Var,Plan-d'Aups-Sainte-Baume,43.327538,5.771095,A vue,Pelouse,FAUX,944.68621826171875,Enna
Coléoptères,Trichius gallicus,Trichie gauloise,1,15/05/2021,5,05Mai,Var,Sillans-la-Cascade,43.564738,6.177214,A vue,Ciste,FAUX,417.25323486328125,Enna
Hémiptères,Capsodes flavomarginatus,/,17,16/05/2021,5,05Mai,Var,Cannet-des-Maures,43.335278,6.413609,A vue,Ciste,FAUX,110.99716186523437,Enna
Hémiptères,Hadrodemus m-flavum,/,17,16/05/2021,5,05Mai,Var,Cannet-des-Maures,43.335278,6.413609,A vue,Ciste,FAUX,110.99716186523437,Enna
Orthoptères,Barbitistes fischeri,Barbitiste méridional,17,16/05/2021,5,05Mai,Var,Cannet-des-Maures,43.335832,6.410229,A vue,Ciste,VRAI,105.4505386352539,Enna
Coléoptères,Chrysanthia viridissima,Chrysanthie verte,17,16/05/2021,5,05Mai,Var,Cannet-des-Maures,43.335793,6.408105,A vue,Ciste,VRAI,107.05299377441406,Enna
